id,project,title,summary,description,created_on,author
The CeroWrt-Devel mailing list (https://lists.bufferbloat.net/listinfo/cerowrt-devel) has been bubbling with lots of energy all summer and fall, and we're getting close to a new release that we can recommend to everyone. Here's what's we've been working on:

* Significant refinement to the CoDel code, to further knock down bufferbloat
* Update to Linux 3.10 kernel that incorporates much of our earlier work on bufferbloat
* All the good effort from the OpenWrt Barrier Breaker development firmware
* And too many other improvements to mention here

You can check out any number of Bufferbloat videos at http://www.bufferbloat.net/projects/cerowrt/wiki/Bloat-videos to learn more about the problem and our solutions.

If you just want good router firmware, purchase a Netgear WNDR3800 and burn the ""current 3.7.5-2 firmware"":http://snapon.lab.bufferbloat.net/~cero2/cerowrt/wndr/3.7.5-2/. You can also follow our activity on the CeroWrt-devel list to see what's happening and learn when experimental builds or solid new releases are available. ",2013-11-01 16:49:06.267913,Rich Brown
29,cerowrt,CeroWrt 3.3rc7-5 build available,"The latest CeroWrt build (3.3-rc7-5) is available for testing. It moves several stable packages into the build, as well as making more progress on testing out AQM, IPv6, and other packages.","In ""this CeroWrt-devel message"":https://lists.bufferbloat.net/pipermail/cerowrt-devel/2012-March/000128.html, Dave Täht announced that build 3.3-rc7-5 is available. This build contains the following features/capabilities:

* Linux 3.3 kernel. Many of the fixes for bufferbloat are being implemented in this 3.3  kernel, so we are tracking these developments carefully. http://kernel.org
* Active Queue Management fixes for bufferbloat including: Byte Queue Limits (BQL - already incorporated into the 3.3 kernel), Stochastic Fair Queueing-Random Early Drop (SFQRED), working ECN, and other queue disciplines http://bufferbloat.net
* IPv6 support. Another major goal of CeroWrt is to make IPv6 networking in the home as simple as IPv4.
* Babel mesh routing protocol (1.3.1-2 release).
* DNSSEC and DNSSEC proxying - Secure extensions to the DNS system. Proxying is currently in testing.
* OpenWrt features. Because we track the OpenWrt code base carefully, we incorporate most of the capabilities of that distribution. We actively push our changes/enhancements back toward the OpenWrt trunk. http://openwrt.org
* An attractive web GUI for configuration - LuCI

Read the [[CeroWrt_33_Release_Notes|CeroWrt 3.3 Release Notes]]
Download CeroWrt 3.3 builds: http://huchra.bufferbloat.net/~cero1/3.3/",2012-03-17 08:09:19.438906,Rich Brown
47,bloat,mailing list server going down for maintenence,Our mail server is suffering from a failed hard disk in the raid array. Replacing now.,"Our mail server is suffering from a failed hard disk in the raid array. Replacing now. Hopefully it will come back up.

In the long run, we need to move this box to a virtual somewhere.",2014-02-12 12:03:07.471357,Dave Täht
46,cerowrt,CeroWrt News - January 2014,Build 3.10.24.8 is working quite well,"The newest build of CeroWrt - 3.10.24-8 - is working quite well for us. There's a ""Release Note"":http://www.bufferbloat.net/projects/cerowrt/wiki/CeroWrt_310_Release_Notes page that gives the current status. Note that, although it has been very stable, this is still an experimental release. It's available at http://snapon.lab.bufferbloat.net/~cero2/cerowrt/wndr/3.10.24-8/ 

The CeroWrt development team has been working to nail down a no-brainer set of instructions for eliminating bufferbloat - the lag/latency that kills voice & video chat, gaming, and overall network responsiveness. The hard part is that optimal configuration of the Smart Queue Management (SQM) link is difficult - there are tons of options an ISP can set. Although CeroWrt can adapt to any of them, it's difficult to find out the exact characteristics of the link you have. Check out the latest version of our instructions at http://www.bufferbloat.net/projects/cerowrt/wiki/Setting_up_AQM_for_CeroWrt_310
",2014-01-11 16:33:18.407291,Rich Brown
30,wisp6,Follow the CeroWrt project for updates,The CeroWrt project has taken on most of the development effort for this project.,"As of March 2012, the [[Cerowrt:|CeroWrt]] project has taken on most of the development effort for this project.",2012-03-17 10:03:52.510355,Rich Brown
54,cerowrt,CeroWrt Triumphs over Bufferbloat,The fq_codel algorithm which received major testing in the CeroWrt router firmware has been shown to virtually eliminate bufferbloat.,"The CeroWrt project, and its implementation of fq_codel as seen in the current build of the firmware, eliminates the problem of bufferbloat. These changes have been pushed into Linux kernel and the OpenWrt mainline (""Barrier Breaker"" release), and are now widely available.

Bufferbloat is the undesirable latency that comes from a router or other network equipment buffering too much data. It has plagued network routers from the early days. The problem was made worse as RAM became cheaper: network engineers worried that dropping packets would make the network slow, so there was an incentive to buffer more and more packets. This had the paradoxical effect of retaining too many packets, which hold up all the traffic behind those buffers.

Many efforts through the 1990s and 2000's attempted to address the problem. Random Early Drop (RED) and its variants showed promise, but didn't monitor the proper variables, and were thus hard to configure properly and would hurt performance if not tuned correctly. Various quality of service (QoS) policies can give priority to certain types of traffic, but they're hard to configure. As traffic types change and evolve, these policies become a maintenance hassle, since they need to be rewritten on a regular basis.

In early 2012, Kathie Nichols took another look at the problem of overbuffered routers and designed the CoDel (pronounced ""coddle') algorithm. The major insight was that the best way to avoid ""too much buffering"" was to monitor a packet's _sojourn time_ - the time elapsed between when it was queued for transmssion and dequeued. If that time exceeds a certain threshold (generally 5 msec), it indicated that the packet had been queued for a long time. CoDel would then drop a percentage of those packet to provide feedback to the sender that it was using more than its share of the available capacity. An elaboration to the CoDel algorithm - fq_codel from Eric Dumazet - placed packets for each source/destination flow in a separate queue, and applied the CoDel algorithm to each queue to extremely good effect.

The resulting fq_codel qdisc was put in to the Linux 3.5 kernel in July 2012. ",2015-03-10 07:47:37.296357,Rich Brown
38,codel,Codel (coddling) in the news,"A great deal of coverage of codel is now out there, and some reactions to fq_codel - and it's all good. I keep waiting for another shoe to drop, but so far, so good.","Kamal Mostafa built an ""Ubuntu 12.4 PPA"":https://launchpad.net/~kamalmostafa/+archive/bufferbloat, and wrote: ""The result is *very* impressive: I see a 30X reduction in ping latency on a fully saturated 10Mbps network, just by switching on the new fq_codel scheduler. For an interactive ssh session over that same saturated 10Mbps network, fq_codel totally eliminates the laggy keyboard response — it feels like there’s no other network traffic at all!""

Steve Gibson, on ""Steve Gibson's Security Now podcast"":http://www.grc.com/sn/sn-359.htm said:

""They show charts where they show the throughput under these varying conditions, even though they're  discarding intelligently, and it's right up between 90 and 100 percent;  whereas the traditional algorithms collapse down into the low 10s of  percent of overall throughput.  It's just - it's fantastic. ""

Jim Gettys outlined how ""The internet is broken, *and* how to fix it"":http://gettys.wordpress.com/2012/06/26/the-internet-is-screwed-up-and-how-to-fix-it ...

Dave Miller ""installed CeroWrt"":https://plus.google.com/101384639386588513837/posts/Cgvfn8m9XuC

""And then there was the truly mind-bending praise"":http://rajeeshknambiar.wordpress.com/2012/05/27/on-bufferbloat-and-shoulders-of-the-giants/

""These extra-ordinary people, today, are silently fixing tomorrow’s internet. And they deserve big props for that. All you technologists who didn’t get a chance to appreciate Nikola Tesla or Dennis Ritchie, here is your chance to do that for some of the real heroes of our time.""

I'm not going to let this last bit of exuberance get to me - as I remember how Tesla ended up, after suffering through decades of patent battles. I'm glad Van and Kathie *didn't patent codel* - and equally glad the reference implementations and sims we did are available under a dual BSD/GPL license, so anyone can use them. 

Because we *all* need a better internet. 

And that said, much work remains - analysis and improvements to codel with ecn continues, wifi is still troublesome, 95% of the linux drivers don't have BQL support, and so on.

We're keeping links to useful code and data on http://www.bufferbloat.net/projects/codel/wiki - if you are doing any serious analysis of codel and fq_codel, or have it running on a new OS, please let us know.",2012-07-03 08:09:00.838328,Dave Täht
32,cerowrt,Churn,"OK, Linux-3.3 is out. Some of the related tools are stabilizing... but stick with 3.3rc7-5 for now, please","While builds continue for the linux 3.3.0 series, enough bugs have shown up in it for me to encourage new users to stick with the last known stable(ish) release, which was 3.3rc7-5.

I froze cerowrt on march 14th, got a little distracted by a demo of static deterministic nat and the port control protocol (PCP) as part of the on-going ietf meeting, and fell behind on keeping up on patches to openwrt.

When I got caught up today, patches had landed which touched every major subsystem in cerowrt - the ethernet driver, the wireless driver, the kernel, scripting and the gui. Enough broke in the last two weeks of me not paying attention to the continuous integration process to make going forwards or backwards very difficult. Right now, most noticeable, wifi doesn't come up by default.

I am pleased to say that dnsmasq has made great progress in AAAA dns integration, that iptables and iproute 3.3 have landed, and that I think I've made a dent in bug #113 (dnssec), but there's enough broken thus far to force me to pull all the 3.3.0 related releases until some of the stuff flying in loose formation congeals into one piece. That may not be until 3.3.1 is released. 

Also making a bit of progress on dhcp-dp, I think.

Hopefully early next week I'll have the pieces pulled together again to where new builds of cerowrt are useable, rather than merely debuggable. And the sources are as available as possible, on github,if you want to chip in. There's plenty of bugs left to fix...

I look forward to having a more serious code freeze sometime towards the middle of April.",2012-03-27 20:32:19.519396,Dave Täht
39,cerowrt,Cerowrt 3.3.8-10 - fq_codel + wifi latency reductions,"After testing in a real world deployment, cerowrt 3.3.8-10 is looking pretty good.","
Cerowrt-3.3.8-10 is stable but forward-looking. It has an outline
towards what a more wifi-bloat-free future would look like. Maybe.

For more details, see the ""announcement on the mailing list"":https://lists.bufferbloat.net/pipermail/cerowrt-devel/2012-July/000351.html",2012-07-09 19:22:39.440219,Dave Täht
17,uberwrt,Smoke test release of Cerowrt,Cerowrt - Mostly debloated router code based on the wndr3700v2 - the smoke test - released for testing!,"After a long gestation, we're happy to announce the existence of a 'smoke test' release of 'CeroWrt', for the NETGEAR WNDR3700v2 series of routers.

Documentation, flash images, and installation guide are at:

http://www.bufferbloat.net/projects/cerowrt/wiki/OCEAN_CITY_INSTALLATION_GUIDE

This smoke test release is only for the brave... of whom I hope there are many on these lists.

I hope to put out one release candidate per week for the next month, until this is baked enough to freeze for a while.

The existing bug/feature database is out of date, I'll be updating that soon, but as this is hopefully baked enough for others than myself, jg, esr, and evan hunt to be be using, I'd love it if more people could get one of these routers and try out this code.

What the heck is CeroWrt?

Cerowrt is the outgrowth of trying to de-heisenbug debloat-testing. The results we were getting on conventional boxes were not repeatable on conventional routers, until now. The project gradually grew from OpenWrt into a kitchen sink worth of useful network analysis stuff from other projects until it became... CeroWrt. Much of it has been pushed back into openwrt...

To quote from it's integral help screen:

CeroWrt is an OpenWrt router platform for use by individuals, researchers, and students interested in advancing the state of the art on the Internet. Specifically, it is aimed at investigating the problems of latency under load, bufferbloat, wireless-n, QoS, and the effects of various TCP algorithms on shared networks. The features of this release include:

* linux 2.6.39.2 with a few bloat-related patches
* Bind9 DNS services with DNSSEC
* extensive network diagnostic, performance measurement, and simulation tools
* support for TCP bic, cubic, westwood, and reno
* comprehensive IPv6 support
* integral web and rsync servers
* support for mesh networking
* a web proxy server

and most importantly, extensive debloating throughout the stack.

For more details please see the wiki pages and bug database, and check in on the #bufferbloat irc channel. I will be at Georgia Tech all next week working on getting their test tools up and running on it, but will be available for help and upgrades on the mailing lists and

Additional details on on the wiki.

http://www.bufferbloat.net/projects/cerowrt/wiki/

Happy debloating!",2011-07-09 10:47:17.782219,Dave Täht
6,bloat,Short update on goings on at bufferbloat.net,"What a month!!! We've got kernel patches, AQMS, a ton of discussion on the mailing list...","h1. WHAT A MONTH! 
(and it isn't over yet)

Since John Carmack was just kind enough to tweet about us, I thought I'd put up the latest news as fast as I could: 

""What is bufferbloat, anyway?"":http://gettys.wordpress.com/what-is-bufferbloat-anyway/

For indepth background on bufferbloat, see and hear these ""slides and brief audio"":http://mirrors.bufferbloat.net/Talks/BellLabs01192011/ 

Bufferbloat is a *major* problem in all the new kit coming out this year - cable modems and 802.11n routers especially. Latencies get so high as to make fragging frickin impossible.

There is some gamer specific discussion in the above link, as well as elsewhere on ""Jim Gettys' blog"":http://gettys.wordpress.com/

For the current status of our increasingly world wide efforts - see the mailing list archives:

""general bufferbloat discussion"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/thread.html

""bufferbloat development discussion"":https://lists.bufferbloat.net/pipermail/bloat-devel/2011-February/thread.html

Multiple new algorithms are being both discussed as well as tested. A Linux kernel repository just went up at:

http://git.infradead.org/debloat-testing.git

there are now 131 people on the mailing list, and 19 people and one robot regularly in the #bufferbloat channel on irc.

While bufferbloat is not a Linux-specific problem, we're the first community out the gate with solutions and patches. We are actively looking for iphone, ipad, and android users to test some basic assumptions regarding [[ECN]]. (if you are on an iphone, and having trouble accessing this site or ""this mp3"":http://mirrors.bufferbloat.net/Talks/BellLabs01192011/Bufferbloat_Talk_Edited_For_brevity.mp3 , please let us know!)

Brian Proffitt just wrote a good intro to the ""latency under load problem"":http://www.enterprisenetworkingplanet.com/netsp/article.php/39260760

And there are tons of [[Papers|research papers]], tools and [[Linux Tips]] linked to off of our [[wiki]].

the ""mailing list"":https://lists.bufferbloat.net/listinfo/bloat and site have been up for less than a month.

h1. Please join us and help beat the bloat! 

",2011-02-24 14:53:09.481823,Dave Täht
48,bloat,Cambridge - State of art in Linux Congestion Control,Dave Taht had a chance to summarize the last 9 or so months of development in the Linux TCP and AQM/Packet Scheduling stacks at Cambridge. ,"Dave Taht had a chance to summarize the last 9 or so months of development in the Linux TCP and AQM/Packet Scheduling stack at Cambridge after the IETF meeting earlier this month.

The slides are now up at: 
http://snapon.lab.bufferbloat.net/~d/Presos/Cambridge_The_State_of_the_art_in_congestion_control.pdf ",2014-03-17 16:41:05.800118,Dave Täht
9,bloat,VOIP concall w/Freeswitch folk recording now available,"I've put a ""summary"":http://www.bufferbloat.net/projects/bloat/wiki/Bufferbloat_and_Freeswitch_Conference_Call_March_9

up of the concall with the freeswitch folk. More details below...","I've put a fairly large (and yet still incomplete) summary of the voip conference call with the freeswitch folk up at:

http://www.bufferbloat.net/projects/bloat/wiki/Bufferbloat_and_Freeswitch_Conference_Call_March_9

The call went on for over 2 hours as we discussed all aspects of bufferbloat as it applies to telephony. The call was recorded, and here is a link to the recording:

http://wiki.freeswitch.org/files/conf_call_2011-03-09.mp3

If you have a listen, and hear something interesting that I did not document, please update the wiki page!

Some interesting tidbits:

* Some freeswitch users are using TCP Vegas for their servers due to the 
  latency sensitivity of that form of TCP and their need to prioritize 
  RTP traffic
* getting time right on various virtual server technologies is doable, but hard
* freeswitch handled 32+ people in the conference using a variety of
  dial-in technologies really well.
* Their wiki was very wrong on recomendations for voip servers (corrected)

I'm thinking that doing a weekly conference call among ourselves here might be useful. Thoughts?

Again, way more detail on the call is at:

http://www.bufferbloat.net/projects/bloat/wiki/Bufferbloat_and_Freeswitch_Conference_Call_March_9
",2011-03-10 09:03:33.959002,Dave Täht
55,cerowrt,"Plan For More Secure, Reliable Wi-Fi Routers - and Internet","*Press Release* Dave Täht, Vint Cerf, and over 260 other network experts describe their plan to produce more secure and reliable Wi-Fi routers than would result from using the current proposed FCC rules.","_Washington D.C., October 14th, 2015:_ In a ""letter"":http://huchra.bufferbloat.net/~d/fcc_saner_software_practices.pdf (""mirror here"":https://dl.dropboxusercontent.com/u/21403660/fcc_saner_software_practices.pdf) submitted to the Federal Communications Commission (FCC),  Dave Täht, co-founder of the ""Bufferbloat Project"":http://www.bufferbloat.net,  and Dr. Vinton Cerf, co-inventor of the Internet, along with more than 260 other global network and cybersecurity experts, responded to the newly proposed FCC rules laid out in ""ET Docket No. 15-170"":https://apps.fcc.gov/edocs_public/attachmatch/FCC-15-92A1.pdf for RF Devices such as Wi-Fi routers by unveiling a new approach to improve the security of these devices and ensure a faster, better, and more secure Internet. 

Please read the remainder of the Press Release at: http://www.businesswire.com/news/home/20151014005564/en#.Vh4ojflViko

",2015-10-13 22:01:38.45,Rich Brown
22,bloat,CACM Bufferbloat paper and case study is out.,"CACM Bufferbloat paper is out. It's the same as the ACM Queue version, but killing trees...","CACM Bufferbloat paper is out. It's the same as the ACM Queue version, but killing trees... You too can read it in the comfort of your bathroom.

The case study conversation led by Vint Cerf is in the February issue, but that hasn't arrived in at least my mailbox yet.

FWIW: they should be fixing the access on the ACM digital library site to be public, once I deal with copyright stuff.  But the ACM queue links are just fine for now.
",2012-01-24 14:30:25.136183,Jim Gettys
33,cerowrt,Cerowrt 3.3 Tasty freeze,"The code for Cerowrt 3.3 has been frozen now for about a week. There's some not-obvious-now reasons for that, which is why the freeze is ""tasty"".","The code for Cerowrt 3.3 has been frozen now for about a week. There's some reasons for that, which is why the freeze is ""tasty"".
(more news on monday)

Multiple routers have stayed up under various workloads for the week. My own criterion before I'm happy is two weeks of uptime under heavy load...

http://huchra.bufferbloat.net/~cero1/3.3/3.3.3-2/ has proven pretty stable, but ipv6 was kind of slow.

http://huchra.bufferbloat.net/~cero1/3.3/dev/3.3.4-3/ is also pretty stable under all but the highest workloads, and has over double the ipv6 performance as all prior versions. However, we continue to battle with bug #379 which is going to take some more (tedious) work to fix.

in the meanwhile I've taken a little time of to work on... well... you'll find out monday.




",2012-05-06 17:00:09.61074,Dave Täht
49,cerowrt,Insecurity in Home embedded devices 3/19/14 4PM,"Jim Gettys will be giving a talk at MIT about insecurity
in home devices and what can be done about it.","
Jim Gettys will be giving a talk at MIT about insecurity
in home devices and what can be done about it.

For more details, see:

http://nms.csail.mit.edu/sys-security/details.html#March1914",2014-03-17 16:45:37.164146,Dave Täht
34,cerowrt,Tasty Freeze 2,A bit more delay is expected...,found a bug or two... fixing... might be tuesday or wednesday at the moment...,2012-05-07 11:29:33.807111,Dave Täht
41,cerowrt,Paypal for cerowrt subscriptions and donations,Accepting donations again for cerowrt (I hope),"
I've been working fixing bufferbloat now for a really long time, and of late it's been really difficult to keep the lights on and the servers fed. Last month I'd hit bottom, this month is worse. I put up a donations page, and got a totally wonderful level of response - enough to make rent! Then I tripped over an obscure portion of the Amazon EULA, and ended up refunding everyone's money and cancelling your subscriptions.

So, I've put up a new subscribe/donations page for the cerowrt portion of the project, using paypal at:

http://www.teklibre.com/cerowrt/subscribe.html

I won't jimmy wales you'all on further solicitations like this. (I know, that's what I said last month) 

But a little more help in getting over this hump would be very nice to have.
",2012-09-27 15:21:09.320918,Dave Täht
56,cerowrt,Supplemental Quotes to the FCC Letter,Additional quotes that couldn't be included in the Press Release.,"“Wi-Fi devices aren’t just radios: they are network devices.  The software that governs them impacts the security and reliability of the whole network. If we leave firmware solely in the hands of manufacturers, we close the door to the very independent research that has been advancing the state of Internet technology and security all along.”  -- _Susan E. Sons, Director, Internet Civil Engineering Institute_ 

""The security implications should be obvious to anyone who's been paying attention to recent headlines.  Less obvious is all the research and other work that goes on behind the scenes, by the very people who made the Internet what it is today.  Losing the ability to control the software that runs on these devices would bring this kind of research to a halt, and tie the hands of many brilliant minds who have dedicated their lives and careers to the continued improvement of the network we all depend on.  If we want to build the fast, secure, reliable Internet of the future, this kind of research must be allowed to continue."" -- _Jeff Loughlin, Independent Researcher and Open Source Developer_

""Leveraging off-the-shelf WiFi hardware plays an important role in academic research in the field. Locked down devices would both independent verification of vendor performance claims and research into improving performance of current and future generation WiFi."" -- _Toke Høiland-Jørgensen, Bufferbloat researcher at Karlstad University, Sweden_

“Dyn provides performance solutions for a significant proportion of the world's most popular web properties, and invests significant resources in maintaining the availability of our global DNS platform in the face of near constant attack. Low-cost (near zero-margin) home and small-business routers, easily compromised, are a significant contributor to attack traffic that we mitigate every day. In the race to the bottom, these devices are effectively unsupported by those who sell them; the ability to harden such devices is essential to the future success of the Internet as a reliable platform for communication and commerce.” -- _Joe Abley, Director of Architecture, Dyn_

“Software upgradeability and inspection is vitally important, and should not be impaired. It is unimaginable that the FCC would propose anything to impede updates to network elements, and I hope that the words in the petition are considered carefully and used as a template for sane (and light) legislation.” -- _John Todd, Senior Technologist at Packet Clearing House_

“As the editor of the IETF standards document RFC 7368 “IPv6 Home Networking Architecture Principles”, which describes how future IPv6 home networks can be built, I fully support the Letter submitted to the FCC,. The IETF works on the principle of rough consensus and running code, and the ability to modify and update open source home router images enables innovation and the future advancement of the Internet” -- _Dr Tim Chown, Lecturer, University of Southampton (UK)_

“While looking at regulation, it would be more useful to consider ensuring vendors adopt IPv6 as they have ignored it for the last 10+ years requiring a complete device replacement. FOSS has enabled many of their devices to be updated rather than dumped in landfill.” -- _Brandon Butterworth, Chief Scientist, British Broadcasting Corporation_

“The Internet of Things shouldn't be the Internet of Vulnerable Unpatchable Abandoned-by-Manufacturer Things.” -- _Will Edwards_

""Unlike global climate change, software is a human construct, conceived by engineers. The use and management of it is therefore modifiable to be optimized for future use by qualified people with predictable positive results for security.  As such, these issues deserve to have sufficient technical resources and intelligent legal framework to make this happen."" -- _Randy Resnick, Creator, IP Communications & VoIP Community and VoIP Users Conference_

“I was one of the designers of the Minstrel rate control algorithm that is now used for many, many Wi-Fi devices. Minstrel approximately doubled the range and gave a 10x improvement in throughput for Wi-Fi devices of the time, at the same time as decreasing their time-average radiated power. That research would have been prohibited or greatly impeded by the proposed rulemaking. It was done outside of the FCC jurisdiction, in New Zealand, but other countries tend to follow the FCC rule structure, and technical measures to implement the proposed FCC rules would be a serious impediment to doing that sort of work irrespective of the legal aspects. Further, this rule would set a precedent that would inevitably be applied in other areas of technology, and this would cause a great deal of harm to research and innovation. Locked-down firmware on Internet-connected devices stands to become a very serious problem for society, and should not be encouraged in any way. I strongly agree with the proposed alternate path for that reason.” -- _Andrew McGregor: Linux WiFi developer (Minstrel rate control), IETF working group chair, AQM developer and SDN researcher_

“""Software by its very nature has bugs and will be vulnerable to attack. The only way we can be confident that such a critical piece of our societal infrastructure is as safe as possible is if the source code is made fully available for review and can be fixed by anyone with authority when problems arise. This alternate proposal, which is grounded in a deep understanding of how security issues really play out in this context, should be seriously considered by the FCC."" -- _Karen M. Sandler, Executive Director, Software Freedom Conservancy_

""We are entering an era where an array of interconnected devices will create 'lowest common denominator security' within the most private reaches of our homes. True cybersecurity results from open code, peer review, and user control over their own devices and data; our recommended solutions are fundamentally important to the future growth of the Internet of Things economy.” -- _Sascha Meinrath, Palmer Chair in Telecommunications at Penn State University_

“With the Internet of Things upon us, regulators can play a vital role in making our hardware secure. By requiring industry-leading engineering practices like we’ve described in this comment, the FCC can ensure Americans have more secure devices which respect the radio spectrum. At the same time, these practices provide makers and inventors with the flexibility necessary for world-leading innovation.” -- _Eric Schultz_",2015-10-14 20:44:58.428544,Rich Brown
